C,x300,x55,x5,x317,x180,x177,KFold_Accuracy
0.30000000000000004,5.0,3.0,5.0,1.0,1.0,5.0,0.798
0.30000000000000004,5.0,3.0,5.0,1.0,3.0,1.0,0.8059999999999998
0.30000000000000004,5.0,3.0,5.0,1.0,3.0,3.0,0.8026666666666665
0.30000000000000004,5.0,3.0,5.0,1.0,3.0,5.0,0.8
0.30000000000000004,5.0,3.0,5.0,1.0,5.0,1.0,0.8093333333333333
0.30000000000000004,5.0,3.0,5.0,1.0,5.0,3.0,0.8033333333333333
0.30000000000000004,5.0,3.0,5.0,1.0,5.0,5.0,0.8026666666666668
0.30000000000000004,5.0,3.0,5.0,3.0,1.0,1.0,0.8013333333333333
0.30000000000000004,5.0,3.0,5.0,3.0,1.0,3.0,0.8039999999999999
0.30000000000000004,5.0,3.0,5.0,3.0,1.0,5.0,0.7993333333333332
0.30000000000000004,5.0,3.0,5.0,3.0,3.0,1.0,0.8019999999999999
0.30000000000000004,5.0,3.0,5.0,3.0,3.0,3.0,0.7986666666666666
0.30000000000000004,5.0,3.0,5.0,3.0,3.0,5.0,0.8006666666666667
0.30000000000000004,5.0,3.0,5.0,3.0,5.0,1.0,0.8013333333333333
0.30000000000000004,5.0,3.0,5.0,3.0,5.0,3.0,0.8026666666666668
0.30000000000000004,5.0,3.0,5.0,3.0,5.0,5.0,0.8066666666666666
0.30000000000000004,5.0,3.0,5.0,5.0,1.0,1.0,0.806
0.30000000000000004,5.0,3.0,5.0,5.0,1.0,3.0,0.7966666666666666
0.30000000000000004,5.0,3.0,5.0,5.0,1.0,5.0,0.8020000000000002
0.30000000000000004,5.0,3.0,5.0,5.0,3.0,1.0,0.8019999999999999
0.30000000000000004,5.0,3.0,5.0,5.0,3.0,3.0,0.8053333333333332
0.30000000000000004,5.0,3.0,5.0,5.0,3.0,5.0,0.8106666666666668
0.30000000000000004,5.0,3.0,5.0,5.0,5.0,1.0,0.8053333333333332
0.30000000000000004,5.0,3.0,5.0,5.0,5.0,3.0,0.8059999999999998
0.30000000000000004,5.0,3.0,5.0,5.0,5.0,5.0,0.7966666666666666
0.30000000000000004,5.0,5.0,1.0,1.0,1.0,1.0,0.8053333333333332
0.30000000000000004,5.0,5.0,1.0,1.0,1.0,3.0,0.8026666666666668
0.30000000000000004,5.0,5.0,1.0,1.0,1.0,5.0,0.7999999999999999
0.30000000000000004,5.0,5.0,1.0,1.0,3.0,1.0,0.8019999999999999
0.30000000000000004,5.0,5.0,1.0,1.0,3.0,3.0,0.7973333333333334
0.30000000000000004,5.0,5.0,1.0,1.0,3.0,5.0,0.808
0.30000000000000004,5.0,5.0,1.0,1.0,5.0,1.0,0.812
0.30000000000000004,5.0,5.0,1.0,1.0,5.0,3.0,0.8019999999999999
0.30000000000000004,5.0,5.0,1.0,1.0,5.0,5.0,0.8099999999999999
0.30000000000000004,5.0,5.0,1.0,3.0,1.0,1.0,0.8006666666666666
0.30000000000000004,5.0,5.0,1.0,3.0,1.0,3.0,0.8
0.30000000000000004,5.0,5.0,1.0,3.0,1.0,5.0,0.8006666666666666
0.30000000000000004,5.0,5.0,1.0,3.0,3.0,1.0,0.7993333333333332
0.30000000000000004,5.0,5.0,1.0,3.0,3.0,3.0,0.8066666666666666
0.30000000000000004,5.0,5.0,1.0,3.0,3.0,5.0,0.8106666666666665
0.30000000000000004,5.0,5.0,1.0,3.0,5.0,1.0,0.8126666666666666
0.30000000000000004,5.0,5.0,1.0,3.0,5.0,3.0,0.806
0.30000000000000004,5.0,5.0,1.0,3.0,5.0,5.0,0.7999999999999999
0.30000000000000004,5.0,5.0,1.0,5.0,1.0,1.0,0.806
0.30000000000000004,5.0,5.0,1.0,5.0,1.0,3.0,0.8053333333333332
0.30000000000000004,5.0,5.0,1.0,5.0,1.0,5.0,0.8053333333333335
0.30000000000000004,5.0,5.0,1.0,5.0,3.0,1.0,0.8066666666666666
0.30000000000000004,5.0,5.0,1.0,5.0,3.0,3.0,0.804
0.30000000000000004,5.0,5.0,1.0,5.0,3.0,5.0,0.8039999999999999
0.30000000000000004,5.0,5.0,1.0,5.0,5.0,1.0,0.7999999999999999
0.30000000000000004,5.0,5.0,1.0,5.0,5.0,3.0,0.808
0.30000000000000004,5.0,5.0,1.0,5.0,5.0,5.0,0.808
0.30000000000000004,5.0,5.0,3.0,1.0,1.0,1.0,0.8039999999999999
0.30000000000000004,5.0,5.0,3.0,1.0,1.0,3.0,0.8
0.30000000000000004,5.0,5.0,3.0,1.0,1.0,5.0,0.8073333333333335
0.30000000000000004,5.0,5.0,3.0,1.0,3.0,1.0,0.8073333333333332
0.30000000000000004,5.0,5.0,3.0,1.0,3.0,3.0,0.8053333333333332
0.30000000000000004,5.0,5.0,3.0,1.0,3.0,5.0,0.8073333333333332
0.30000000000000004,5.0,5.0,3.0,1.0,5.0,1.0,0.8073333333333335
0.30000000000000004,5.0,5.0,3.0,1.0,5.0,3.0,0.8019999999999999
0.30000000000000004,5.0,5.0,3.0,1.0,5.0,5.0,0.8053333333333332
0.30000000000000004,5.0,5.0,3.0,3.0,1.0,1.0,0.8
0.30000000000000004,5.0,5.0,3.0,3.0,1.0,3.0,0.8046666666666666
0.30000000000000004,5.0,5.0,3.0,3.0,1.0,5.0,0.8039999999999999
0.30000000000000004,5.0,5.0,3.0,3.0,3.0,1.0,0.808
0.30000000000000004,5.0,5.0,3.0,3.0,3.0,3.0,0.8053333333333335
0.30000000000000004,5.0,5.0,3.0,3.0,3.0,5.0,0.8046666666666666
0.30000000000000004,5.0,5.0,3.0,3.0,5.0,1.0,0.8059999999999998
0.30000000000000004,5.0,5.0,3.0,3.0,5.0,3.0,0.8006666666666666
0.30000000000000004,5.0,5.0,3.0,3.0,5.0,5.0,0.8093333333333333
0.30000000000000004,5.0,5.0,3.0,5.0,1.0,1.0,0.808
0.30000000000000004,5.0,5.0,3.0,5.0,1.0,3.0,0.8046666666666666
0.30000000000000004,5.0,5.0,3.0,5.0,1.0,5.0,0.8053333333333335
0.30000000000000004,5.0,5.0,3.0,5.0,3.0,1.0,0.8099999999999999
0.30000000000000004,5.0,5.0,3.0,5.0,3.0,3.0,0.7993333333333332
0.30000000000000004,5.0,5.0,3.0,5.0,3.0,5.0,0.8006666666666666
0.30000000000000004,5.0,5.0,3.0,5.0,5.0,1.0,0.7946666666666667
0.30000000000000004,5.0,5.0,3.0,5.0,5.0,3.0,0.8073333333333335
0.30000000000000004,5.0,5.0,3.0,5.0,5.0,5.0,0.8006666666666667
0.30000000000000004,5.0,5.0,5.0,1.0,1.0,1.0,0.8073333333333335
0.30000000000000004,5.0,5.0,5.0,1.0,1.0,3.0,0.7986666666666666
0.30000000000000004,5.0,5.0,5.0,1.0,1.0,5.0,0.7926666666666666
0.30000000000000004,5.0,5.0,5.0,1.0,3.0,1.0,0.8019999999999999
0.30000000000000004,5.0,5.0,5.0,1.0,3.0,3.0,0.806
0.30000000000000004,5.0,5.0,5.0,1.0,3.0,5.0,0.8006666666666667
0.30000000000000004,5.0,5.0,5.0,1.0,5.0,1.0,0.8053333333333332
0.30000000000000004,5.0,5.0,5.0,1.0,5.0,3.0,0.7986666666666667
0.30000000000000004,5.0,5.0,5.0,1.0,5.0,5.0,0.8026666666666668
0.30000000000000004,5.0,5.0,5.0,3.0,1.0,1.0,0.8039999999999999
0.30000000000000004,5.0,5.0,5.0,3.0,1.0,3.0,0.8039999999999999
0.30000000000000004,5.0,5.0,5.0,3.0,1.0,5.0,0.7993333333333333
0.30000000000000004,5.0,5.0,5.0,3.0,3.0,1.0,0.8019999999999999
0.30000000000000004,5.0,5.0,5.0,3.0,3.0,3.0,0.796
0.30000000000000004,5.0,5.0,5.0,3.0,3.0,5.0,0.8019999999999999
0.30000000000000004,5.0,5.0,5.0,3.0,5.0,1.0,0.8079999999999998
0.30000000000000004,5.0,5.0,5.0,3.0,5.0,3.0,0.8086666666666666
0.30000000000000004,5.0,5.0,5.0,3.0,5.0,5.0,0.8086666666666666
0.30000000000000004,5.0,5.0,5.0,5.0,1.0,1.0,0.8033333333333333
0.30000000000000004,5.0,5.0,5.0,5.0,1.0,3.0,0.8046666666666666
0.30000000000000004,5.0,5.0,5.0,5.0,1.0,5.0,0.8026666666666665
0.30000000000000004,5.0,5.0,5.0,5.0,3.0,1.0,0.8006666666666666
0.30000000000000004,5.0,5.0,5.0,5.0,3.0,3.0,0.7939999999999999
0.30000000000000004,5.0,5.0,5.0,5.0,3.0,5.0,0.8033333333333333
0.30000000000000004,5.0,5.0,5.0,5.0,5.0,1.0,0.8033333333333335
0.30000000000000004,5.0,5.0,5.0,5.0,5.0,3.0,0.7993333333333335
0.30000000000000004,5.0,5.0,5.0,5.0,5.0,5.0,0.8033333333333333
0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.8053333333333332
0.4,1.0,1.0,1.0,1.0,1.0,3.0,0.8086666666666666
0.4,1.0,1.0,1.0,1.0,1.0,5.0,0.8033333333333333
0.4,1.0,1.0,1.0,1.0,3.0,1.0,0.8080000000000002
0.4,1.0,1.0,1.0,1.0,3.0,3.0,0.8193333333333334
0.4,1.0,1.0,1.0,1.0,3.0,5.0,0.8013333333333333
0.4,1.0,1.0,1.0,1.0,5.0,1.0,0.8126666666666665
0.4,1.0,1.0,1.0,1.0,5.0,3.0,0.8100000000000002
0.4,1.0,1.0,1.0,1.0,5.0,5.0,0.8086666666666668
0.4,1.0,1.0,1.0,3.0,1.0,1.0,0.8099999999999999
0.4,1.0,1.0,1.0,3.0,1.0,3.0,0.8133333333333332
0.4,1.0,1.0,1.0,3.0,1.0,5.0,0.8066666666666666
0.4,1.0,1.0,1.0,3.0,3.0,1.0,0.8140000000000001
0.4,1.0,1.0,1.0,3.0,3.0,3.0,0.8113333333333334
0.4,1.0,1.0,1.0,3.0,3.0,5.0,0.8146666666666667
0.4,1.0,1.0,1.0,3.0,5.0,1.0,0.8140000000000001
0.4,1.0,1.0,1.0,3.0,5.0,3.0,0.8039999999999999
0.4,1.0,1.0,1.0,3.0,5.0,5.0,0.8066666666666666
0.4,1.0,1.0,1.0,5.0,1.0,1.0,0.8220000000000001
0.4,1.0,1.0,1.0,5.0,1.0,3.0,0.8073333333333335
0.4,1.0,1.0,1.0,5.0,1.0,5.0,0.8099999999999999
0.4,1.0,1.0,1.0,5.0,3.0,1.0,0.8099999999999999
0.4,1.0,1.0,1.0,5.0,3.0,3.0,0.8046666666666666
0.4,1.0,1.0,1.0,5.0,3.0,5.0,0.8019999999999999
0.4,1.0,1.0,1.0,5.0,5.0,1.0,0.8086666666666666
0.4,1.0,1.0,1.0,5.0,5.0,3.0,0.7993333333333335
0.4,1.0,1.0,1.0,5.0,5.0,5.0,0.812
0.4,1.0,1.0,3.0,1.0,1.0,1.0,0.7993333333333335
0.4,1.0,1.0,3.0,1.0,1.0,3.0,0.8073333333333335
0.4,1.0,1.0,3.0,1.0,1.0,5.0,0.7966666666666666
0.4,1.0,1.0,3.0,1.0,3.0,1.0,0.7986666666666666
0.4,1.0,1.0,3.0,1.0,3.0,3.0,0.8126666666666666
0.4,1.0,1.0,3.0,1.0,3.0,5.0,0.8100000000000002
0.4,1.0,1.0,3.0,1.0,5.0,1.0,0.8099999999999999
0.4,1.0,1.0,3.0,1.0,5.0,3.0,0.8073333333333335
0.4,1.0,1.0,3.0,1.0,5.0,5.0,0.8093333333333333
0.4,1.0,1.0,3.0,3.0,1.0,1.0,0.8006666666666667
0.4,1.0,1.0,3.0,3.0,1.0,3.0,0.8053333333333332
0.4,1.0,1.0,3.0,3.0,1.0,5.0,0.8086666666666666
0.4,1.0,1.0,3.0,3.0,3.0,1.0,0.8073333333333332
0.4,1.0,1.0,3.0,3.0,3.0,3.0,0.8133333333333332
0.4,1.0,1.0,3.0,3.0,3.0,5.0,0.798
0.4,1.0,1.0,3.0,3.0,5.0,1.0,0.8099999999999999
0.4,1.0,1.0,3.0,3.0,5.0,3.0,0.8146666666666667
0.4,1.0,1.0,3.0,3.0,5.0,5.0,0.806
0.4,1.0,1.0,3.0,5.0,1.0,1.0,0.7993333333333333
0.4,1.0,1.0,3.0,5.0,1.0,3.0,0.8086666666666666
0.4,1.0,1.0,3.0,5.0,1.0,5.0,0.8013333333333333
0.4,1.0,1.0,3.0,5.0,3.0,1.0,0.8073333333333335
0.4,1.0,1.0,3.0,5.0,3.0,3.0,0.8160000000000001
0.4,1.0,1.0,3.0,5.0,3.0,5.0,0.8066666666666666
0.4,1.0,1.0,3.0,5.0,5.0,1.0,0.8193333333333334
0.4,1.0,1.0,3.0,5.0,5.0,3.0,0.8046666666666666
0.4,1.0,1.0,3.0,5.0,5.0,5.0,0.8
0.4,1.0,1.0,5.0,1.0,1.0,1.0,0.806
0.4,1.0,1.0,5.0,1.0,1.0,3.0,0.8059999999999998
0.4,1.0,1.0,5.0,1.0,1.0,5.0,0.8006666666666666
0.4,1.0,1.0,5.0,1.0,3.0,1.0,0.804
0.4,1.0,1.0,5.0,1.0,3.0,3.0,0.8053333333333332
0.4,1.0,1.0,5.0,1.0,3.0,5.0,0.8053333333333335
0.4,1.0,1.0,5.0,1.0,5.0,1.0,0.8073333333333335
0.4,1.0,1.0,5.0,1.0,5.0,3.0,0.8046666666666666
0.4,1.0,1.0,5.0,1.0,5.0,5.0,0.8113333333333334
0.4,1.0,1.0,5.0,3.0,1.0,1.0,0.8039999999999999
0.4,1.0,1.0,5.0,3.0,1.0,3.0,0.8106666666666668
0.4,1.0,1.0,5.0,3.0,1.0,5.0,0.8133333333333332
0.4,1.0,1.0,5.0,3.0,3.0,1.0,0.8133333333333332
0.4,1.0,1.0,5.0,3.0,3.0,3.0,0.8093333333333333
0.4,1.0,1.0,5.0,3.0,3.0,5.0,0.8099999999999999
0.4,1.0,1.0,5.0,3.0,5.0,1.0,0.8106666666666665
0.4,1.0,1.0,5.0,3.0,5.0,3.0,0.8106666666666668
0.4,1.0,1.0,5.0,3.0,5.0,5.0,0.8026666666666665
0.4,1.0,1.0,5.0,5.0,1.0,1.0,0.8133333333333332
0.4,1.0,1.0,5.0,5.0,1.0,3.0,0.7986666666666666
0.4,1.0,1.0,5.0,5.0,1.0,5.0,0.8066666666666666
0.4,1.0,1.0,5.0,5.0,3.0,1.0,0.8106666666666668
0.4,1.0,1.0,5.0,5.0,3.0,3.0,0.8053333333333332
0.4,1.0,1.0,5.0,5.0,3.0,5.0,0.8073333333333335
0.4,1.0,1.0,5.0,5.0,5.0,1.0,0.8173333333333334
0.4,1.0,1.0,5.0,5.0,5.0,3.0,0.8139999999999998
0.4,1.0,1.0,5.0,5.0,5.0,5.0,0.8073333333333335
0.4,1.0,3.0,1.0,1.0,1.0,1.0,0.806
0.4,1.0,3.0,1.0,1.0,1.0,3.0,0.8086666666666666
0.4,1.0,3.0,1.0,1.0,1.0,5.0,0.8
0.4,1.0,3.0,1.0,1.0,3.0,1.0,0.8053333333333332
0.4,1.0,3.0,1.0,1.0,3.0,3.0,0.8073333333333335
0.4,1.0,3.0,1.0,1.0,3.0,5.0,0.8073333333333332
0.4,1.0,3.0,1.0,1.0,5.0,1.0,0.8059999999999998
0.4,1.0,3.0,1.0,1.0,5.0,3.0,0.8013333333333333
0.4,1.0,3.0,1.0,1.0,5.0,5.0,0.8113333333333334
0.4,1.0,3.0,1.0,3.0,1.0,1.0,0.806
0.4,1.0,3.0,1.0,3.0,1.0,3.0,0.8080000000000002
0.4,1.0,3.0,1.0,3.0,1.0,5.0,0.8073333333333335
0.4,1.0,3.0,1.0,3.0,3.0,1.0,0.8086666666666668
0.4,1.0,3.0,1.0,3.0,3.0,3.0,0.8113333333333334
0.4,1.0,3.0,1.0,3.0,3.0,5.0,0.8046666666666666
0.4,1.0,3.0,1.0,3.0,5.0,1.0,0.812
0.4,1.0,3.0,1.0,3.0,5.0,3.0,0.8113333333333334
0.4,1.0,3.0,1.0,3.0,5.0,5.0,0.8140000000000001
0.4,1.0,3.0,1.0,5.0,1.0,1.0,0.8093333333333333
0.4,1.0,3.0,1.0,5.0,1.0,3.0,0.8146666666666667
0.4,1.0,3.0,1.0,5.0,1.0,5.0,0.8026666666666668
0.4,1.0,3.0,1.0,5.0,3.0,1.0,0.8099999999999999
0.4,1.0,3.0,1.0,5.0,3.0,3.0,0.8093333333333333
0.4,1.0,3.0,1.0,5.0,3.0,5.0,0.8133333333333332
0.4,1.0,3.0,1.0,5.0,5.0,1.0,0.8126666666666666
0.4,1.0,3.0,1.0,5.0,5.0,3.0,0.8133333333333332
0.4,1.0,3.0,1.0,5.0,5.0,5.0,0.8006666666666666
0.4,1.0,3.0,3.0,1.0,1.0,1.0,0.8093333333333333
0.4,1.0,3.0,3.0,1.0,1.0,3.0,0.8026666666666668
0.4,1.0,3.0,3.0,1.0,1.0,5.0,0.8046666666666666
0.4,1.0,3.0,3.0,1.0,3.0,1.0,0.806
0.4,1.0,3.0,3.0,1.0,3.0,3.0,0.8073333333333335
0.4,1.0,3.0,3.0,1.0,3.0,5.0,0.8039999999999999
0.4,1.0,3.0,3.0,1.0,5.0,1.0,0.7966666666666666
0.4,1.0,3.0,3.0,1.0,5.0,3.0,0.808
0.4,1.0,3.0,3.0,1.0,5.0,5.0,0.8
0.4,1.0,3.0,3.0,3.0,1.0,1.0,0.808
0.4,1.0,3.0,3.0,3.0,1.0,3.0,0.8039999999999999
0.4,1.0,3.0,3.0,3.0,1.0,5.0,0.798
0.4,1.0,3.0,3.0,3.0,3.0,1.0,0.7986666666666666
0.4,1.0,3.0,3.0,3.0,3.0,3.0,0.8106666666666665
0.4,1.0,3.0,3.0,3.0,3.0,5.0,0.8013333333333333
0.4,1.0,3.0,3.0,3.0,5.0,1.0,0.8133333333333332
0.4,1.0,3.0,3.0,3.0,5.0,3.0,0.8106666666666668
0.4,1.0,3.0,3.0,3.0,5.0,5.0,0.8153333333333332
0.4,1.0,3.0,3.0,5.0,1.0,1.0,0.808
0.4,1.0,3.0,3.0,5.0,1.0,3.0,0.8053333333333332
0.4,1.0,3.0,3.0,5.0,1.0,5.0,0.798
0.4,1.0,3.0,3.0,5.0,3.0,1.0,0.8073333333333335
0.4,1.0,3.0,3.0,5.0,3.0,3.0,0.8153333333333332
0.4,1.0,3.0,3.0,5.0,3.0,5.0,0.7973333333333333
0.4,1.0,3.0,3.0,5.0,5.0,1.0,0.8066666666666669
0.4,1.0,3.0,3.0,5.0,5.0,3.0,0.8073333333333335
0.4,1.0,3.0,3.0,5.0,5.0,5.0,0.8006666666666667
0.4,1.0,3.0,5.0,1.0,1.0,1.0,0.8126666666666666
0.4,1.0,3.0,5.0,1.0,1.0,3.0,0.8013333333333333
0.4,1.0,3.0,5.0,1.0,1.0,5.0,0.8006666666666667
0.4,1.0,3.0,5.0,1.0,3.0,1.0,0.8066666666666666
0.4,1.0,3.0,5.0,1.0,3.0,3.0,0.8033333333333333
0.4,1.0,3.0,5.0,1.0,3.0,5.0,0.7966666666666666
0.4,1.0,3.0,5.0,1.0,5.0,1.0,0.8106666666666665
0.4,1.0,3.0,5.0,1.0,5.0,3.0,0.8033333333333333
0.4,1.0,3.0,5.0,1.0,5.0,5.0,0.8113333333333335
0.4,1.0,3.0,5.0,3.0,1.0,1.0,0.8086666666666666
0.4,1.0,3.0,5.0,3.0,1.0,3.0,0.8099999999999999
0.4,1.0,3.0,5.0,3.0,1.0,5.0,0.7986666666666665
0.4,1.0,3.0,5.0,3.0,3.0,1.0,0.8106666666666668
0.4,1.0,3.0,5.0,3.0,3.0,3.0,0.8053333333333332
0.4,1.0,3.0,5.0,3.0,3.0,5.0,0.8013333333333333
0.4,1.0,3.0,5.0,3.0,5.0,1.0,0.8099999999999999
0.4,1.0,3.0,5.0,3.0,5.0,3.0,0.8099999999999999
0.4,1.0,3.0,5.0,3.0,5.0,5.0,0.8
0.4,1.0,3.0,5.0,5.0,1.0,1.0,0.7979999999999999
0.4,1.0,3.0,5.0,5.0,1.0,3.0,0.8053333333333332
0.4,1.0,3.0,5.0,5.0,1.0,5.0,0.8046666666666666
0.4,1.0,3.0,5.0,5.0,3.0,1.0,0.806
0.4,1.0,3.0,5.0,5.0,3.0,3.0,0.808
0.4,1.0,3.0,5.0,5.0,3.0,5.0,0.8046666666666666
0.4,1.0,3.0,5.0,5.0,5.0,1.0,0.8099999999999999
0.4,1.0,3.0,5.0,5.0,5.0,3.0,0.8073333333333335
0.4,1.0,3.0,5.0,5.0,5.0,5.0,0.8093333333333332
0.4,1.0,5.0,1.0,1.0,1.0,1.0,0.8079999999999998
0.4,1.0,5.0,1.0,1.0,1.0,3.0,0.8093333333333332
0.4,1.0,5.0,1.0,1.0,1.0,5.0,0.8099999999999999
0.4,1.0,5.0,1.0,1.0,3.0,1.0,0.8106666666666668
0.4,1.0,5.0,1.0,1.0,3.0,3.0,0.8146666666666667
0.4,1.0,5.0,1.0,1.0,3.0,5.0,0.8033333333333333
0.4,1.0,5.0,1.0,1.0,5.0,1.0,0.8073333333333335
0.4,1.0,5.0,1.0,1.0,5.0,3.0,0.806
0.4,1.0,5.0,1.0,1.0,5.0,5.0,0.8066666666666666
0.4,1.0,5.0,1.0,3.0,1.0,1.0,0.8126666666666665
0.4,1.0,5.0,1.0,3.0,1.0,3.0,0.8006666666666667
0.4,1.0,5.0,1.0,3.0,1.0,5.0,0.8026666666666668
0.4,1.0,5.0,1.0,3.0,3.0,1.0,0.8046666666666666
0.4,1.0,5.0,1.0,3.0,3.0,3.0,0.8013333333333332
0.4,1.0,5.0,1.0,3.0,3.0,5.0,0.8086666666666666
0.4,1.0,5.0,1.0,3.0,5.0,1.0,0.8046666666666666
0.4,1.0,5.0,1.0,3.0,5.0,3.0,0.798
0.4,1.0,5.0,1.0,3.0,5.0,5.0,0.8006666666666666
0.4,1.0,5.0,1.0,5.0,1.0,1.0,0.8053333333333332
0.4,1.0,5.0,1.0,5.0,1.0,3.0,0.8026666666666668
0.4,1.0,5.0,1.0,5.0,1.0,5.0,0.8
0.4,1.0,5.0,1.0,5.0,3.0,1.0,0.8086666666666666
0.4,1.0,5.0,1.0,5.0,3.0,3.0,0.8039999999999999
0.4,1.0,5.0,1.0,5.0,3.0,5.0,0.8033333333333335
0.4,1.0,5.0,1.0,5.0,5.0,1.0,0.8006666666666666
0.4,1.0,5.0,1.0,5.0,5.0,3.0,0.8099999999999999
0.4,1.0,5.0,1.0,5.0,5.0,5.0,0.8093333333333333
0.4,1.0,5.0,3.0,1.0,1.0,1.0,0.8046666666666666
0.4,1.0,5.0,3.0,1.0,1.0,3.0,0.8053333333333332
0.4,1.0,5.0,3.0,1.0,1.0,5.0,0.7986666666666666
0.4,1.0,5.0,3.0,1.0,3.0,1.0,0.8146666666666667
0.4,1.0,5.0,3.0,1.0,3.0,3.0,0.8066666666666666
0.4,1.0,5.0,3.0,1.0,3.0,5.0,0.8053333333333335
0.4,1.0,5.0,3.0,1.0,5.0,1.0,0.8126666666666666
0.4,1.0,5.0,3.0,1.0,5.0,3.0,0.8019999999999999
0.4,1.0,5.0,3.0,1.0,5.0,5.0,0.806
0.4,1.0,5.0,3.0,3.0,1.0,1.0,0.8019999999999999
0.4,1.0,5.0,3.0,3.0,1.0,3.0,0.806
0.4,1.0,5.0,3.0,3.0,1.0,5.0,0.7993333333333332
0.4,1.0,5.0,3.0,3.0,3.0,1.0,0.8133333333333332
0.4,1.0,5.0,3.0,3.0,3.0,3.0,0.7986666666666667
0.4,1.0,5.0,3.0,3.0,3.0,5.0,0.8093333333333333
0.4,1.0,5.0,3.0,3.0,5.0,1.0,0.812
0.4,1.0,5.0,3.0,3.0,5.0,3.0,0.8126666666666666
0.4,1.0,5.0,3.0,3.0,5.0,5.0,0.8113333333333334
0.4,1.0,5.0,3.0,5.0,1.0,1.0,0.812
0.4,1.0,5.0,3.0,5.0,1.0,3.0,0.8013333333333333
0.4,1.0,5.0,3.0,5.0,1.0,5.0,0.8033333333333333
0.4,1.0,5.0,3.0,5.0,3.0,1.0,0.8093333333333333
0.4,1.0,5.0,3.0,5.0,3.0,3.0,0.8033333333333335
0.4,1.0,5.0,3.0,5.0,3.0,5.0,0.8026666666666668
0.4,1.0,5.0,3.0,5.0,5.0,1.0,0.8026666666666668
0.4,1.0,5.0,3.0,5.0,5.0,3.0,0.8080000000000002
0.4,1.0,5.0,3.0,5.0,5.0,5.0,0.8073333333333332
0.4,1.0,5.0,5.0,1.0,1.0,1.0,0.8013333333333333
0.4,1.0,5.0,5.0,1.0,1.0,3.0,0.8073333333333335
0.4,1.0,5.0,5.0,1.0,1.0,5.0,0.8039999999999999
0.4,1.0,5.0,5.0,1.0,3.0,1.0,0.8026666666666668
0.4,1.0,5.0,5.0,1.0,3.0,3.0,0.8
0.4,1.0,5.0,5.0,1.0,3.0,5.0,0.8026666666666668
0.4,1.0,5.0,5.0,1.0,5.0,1.0,0.8086666666666666
0.4,1.0,5.0,5.0,1.0,5.0,3.0,0.808
0.4,1.0,5.0,5.0,1.0,5.0,5.0,0.808
0.4,1.0,5.0,5.0,3.0,1.0,1.0,0.806
0.4,1.0,5.0,5.0,3.0,1.0,3.0,0.8066666666666666
0.4,1.0,5.0,5.0,3.0,1.0,5.0,0.8033333333333335
0.4,1.0,5.0,5.0,3.0,3.0,1.0,0.804
0.4,1.0,5.0,5.0,3.0,3.0,3.0,0.8026666666666668
0.4,1.0,5.0,5.0,3.0,3.0,5.0,0.8106666666666665
0.4,1.0,5.0,5.0,3.0,5.0,1.0,0.8026666666666668
0.4,1.0,5.0,5.0,3.0,5.0,3.0,0.8106666666666668
0.4,1.0,5.0,5.0,3.0,5.0,5.0,0.8113333333333334
0.4,1.0,5.0,5.0,5.0,1.0,1.0,0.804
0.4,1.0,5.0,5.0,5.0,1.0,3.0,0.808
0.4,1.0,5.0,5.0,5.0,1.0,5.0,0.8006666666666666
0.4,1.0,5.0,5.0,5.0,3.0,1.0,0.804
0.4,1.0,5.0,5.0,5.0,3.0,3.0,0.808
0.4,1.0,5.0,5.0,5.0,3.0,5.0,0.8086666666666668
0.4,1.0,5.0,5.0,5.0,5.0,1.0,0.818
0.4,1.0,5.0,5.0,5.0,5.0,3.0,0.8039999999999999
0.4,1.0,5.0,5.0,5.0,5.0,5.0,0.8119999999999999
0.4,3.0,1.0,1.0,1.0,1.0,1.0,0.8113333333333334
0.4,3.0,1.0,1.0,1.0,1.0,3.0,0.8059999999999998
0.4,3.0,1.0,1.0,1.0,1.0,5.0,0.8053333333333332
0.4,3.0,1.0,1.0,1.0,3.0,1.0,0.8173333333333334
0.4,3.0,1.0,1.0,1.0,3.0,3.0,0.8133333333333335
0.4,3.0,1.0,1.0,1.0,3.0,5.0,0.8153333333333332
0.4,3.0,1.0,1.0,1.0,5.0,1.0,0.8140000000000001
0.4,3.0,1.0,1.0,1.0,5.0,3.0,0.8133333333333332
0.4,3.0,1.0,1.0,1.0,5.0,5.0,0.8173333333333334
0.4,3.0,1.0,1.0,3.0,1.0,1.0,0.8039999999999999
0.4,3.0,1.0,1.0,3.0,1.0,3.0,0.8126666666666666
0.4,3.0,1.0,1.0,3.0,1.0,5.0,0.8100000000000002
0.4,3.0,1.0,1.0,3.0,3.0,1.0,0.8126666666666669
0.4,3.0,1.0,1.0,3.0,3.0,3.0,0.8133333333333332
0.4,3.0,1.0,1.0,3.0,3.0,5.0,0.8039999999999999
0.4,3.0,1.0,1.0,3.0,5.0,1.0,0.8160000000000001
0.4,3.0,1.0,1.0,3.0,5.0,3.0,0.8099999999999999
0.4,3.0,1.0,1.0,3.0,5.0,5.0,0.8113333333333334
0.4,3.0,1.0,1.0,5.0,1.0,1.0,0.8033333333333333
0.4,3.0,1.0,1.0,5.0,1.0,3.0,0.8113333333333334
0.4,3.0,1.0,1.0,5.0,1.0,5.0,0.804
